Sale_ID,Sale_Date,Customer_ID,Customer_Name,Region,Product_ID,Product_Name,Category,Quantity,Unit_Price,Channel,Total_Revenue,Cost
S002552,2024-06-24,a4e2bf86,Adam Bishop,Oeste,P02552,Nothing,Alimentos,12,701.4,Site,8416.8,5396.42
S002553,2023-05-23,959fd98a,Tammie Marsh,Oeste,P02553,Other,Móveis,15,793.4,Site,11901.0,10194.09
S002554,2024-04-13,661dc315,Sydney Banks,Sul,P02554,Bit,Alimentos,19,57.79,App,1098.01,655.85
S002555,2025-01-02,4ac03d3c,Michael Mills,Sul,P02555,She,Alimentos,4,908.75,App,3635.0,2114.87
S002556,2024-09-02,edb9047e,Melissa Hampton,Leste,P02556,Open,Vestuário,3,512.24,Loja Física,1536.72,1329.57
S002557,2024-11-07,ab049779,Stephen Villegas,Norte,P02557,Receive,Móveis,15,150.84,Site,2262.6,1137.17
S002558,2024-01-25,ebb62b07,Linda Hamilton,Sul,P02558,Ready,Móveis,15,749.8,Site,11247.0,8146.76
S002559,2024-09-04,9550d51d,Kristine Young,Oeste,P02559,Soldier,Eletrônicos,17,176.81,Site,3005.77,1809.24
S002560,2024-04-29,acd79718,Alison Moore,Sul,P02560,More,Vestuário,1,673.12,Site,673.12,401.92
S002561,2024-05-26,824ae88d,James Ruiz,Leste,P02561,Work,Alimentos,4,361.84,Site,1447.36,1199.9
S002562,2024-12-03,72e95ff1,Paul Sullivan,Sul,P02562,Attorney,Eletrônicos,13,712.18,Site,9258.34,7360.77
S002563,2024-10-15,cfdaf695,Joann Bishop,Sul,P02563,All,Alimentos,17,573.4,App,9747.8,8659.74
S002564,2024-12-06,b8745f2d,Christopher Gonzales,Sul,P02564,Change,Alimentos,8,550.51,App,4404.08,3489.09
S002565,2024-04-22,f184301d,Derrick Peterson,Oeste,P02565,Both,Vestuário,7,584.74,Site,4093.18,2264.19
S002566,2023-09-07,fecdf73c,Rebecca Osborne,Oeste,P02566,Include,Eletrônicos,11,152.98,App,1682.78,1190.9
S002567,2023-05-30,8eb68a88,Christopher Gomez,Leste,P02567,Beautiful,Eletrônicos,8,422.94,App,3383.52,1754.66
S002568,2024-11-30,615413c8,Larry Campbell,Norte,P02568,Discussion,Eletrônicos,9,319.17,Site,2872.53,1778.69
S002569,2024-06-17,0ced37c9,Monica Hill,Norte,P02569,Onto,Eletrônicos,16,626.81,Loja Física,10028.96,6020.84
S002570,2023-05-25,3d9b45a9,Scott Davidson,Leste,P02570,Animal,Alimentos,2,854.94,Loja Física,1709.88,877.43
S002571,2023-12-21,3227a508,Jeffrey Velasquez,Norte,P02571,Rock,Vestuário,11,531.38,Loja Física,5845.18,3345.49
S002572,2024-11-14,7e6a85d6,Amanda Goodman,Oeste,P02572,Ok,Vestuário,18,710.69,App,12792.42,10505.81
S002573,2023-10-23,6f01d86d,Angela Rivas,Sul,P02573,Fear,Móveis,18,875.83,App,15764.94,11541.0
S002574,2024-02-09,426596a8,Cheyenne King,Norte,P02574,Hot,Vestuário,5,254.58,Site,1272.9,750.23
S002575,2023-06-07,86575cab,Renee Vasquez,Leste,P02575,Pick,Esporte,12,665.6,Loja Física,7987.2,6106.86
S002576,2024-01-26,9fab3c84,James Lopez,Sul,P02576,Whose,Eletrônicos,14,248.96,App,3485.44,2365.05
S002577,2024-12-19,7c64bef1,Jared Harris,Sul,P02577,Level,Eletrônicos,19,65.25,Loja Física,1239.75,894.17
S002578,2024-03-27,87254cbe,Hannah Banks,Leste,P02578,Mr,Esporte,4,981.4,Site,3925.6,3407.68
S002579,2024-05-24,a628202a,Allen Morales,Oeste,P02579,Morning,Vestuário,17,894.88,Site,15212.96,9404.23
S002580,2024-11-28,29f10d6c,Amanda Ryan,Norte,P02580,To,Eletrônicos,5,646.98,App,3234.9,1861.55
S002581,2023-03-20,44655963,Jennifer Hunt,Oeste,P02581,Trip,Vestuário,3,552.22,Loja Física,1656.66,925.94
S002582,2024-09-26,514a73da,Anthony Lopez,Oeste,P02582,Wear,Esporte,10,657.41,Loja Física,6574.1,3456.65
S002583,2024-04-24,8b6fee2a,Michelle Stevens,Sul,P02583,Low,Móveis,1,739.8,Loja Física,739.8,468.97
S002584,2024-05-15,1a66abc8,Linda Fernandez,Leste,P02584,Couple,Eletrônicos,4,928.64,Site,3714.56,2941.44
S002585,2023-07-09,626d233c,James Clay,Oeste,P02585,Cut,Vestuário,10,125.24,Loja Física,1252.4,946.27
S002586,2023-09-19,ef7c4d72,Doris Marks,Norte,P02586,Serious,Alimentos,15,651.18,Loja Física,9767.7,5126.34
S002587,2024-09-10,58ed5c30,Justin Sullivan,Leste,P02587,Fine,Móveis,18,951.73,Site,17131.14,11201.19
S002588,2024-04-16,d53c780c,Mark Dunn,Norte,P02588,Loss,Alimentos,7,233.48,Loja Física,1634.36,1305.44
S002589,2023-01-24,19b787be,Alexis Tucker,Norte,P02589,Try,Móveis,10,224.69,App,2246.9,1683.9
S002590,2024-12-30,589cd57b,Teresa Daniels,Norte,P02590,Agreement,Esporte,6,661.73,Site,3970.38,2691.54
S002591,2024-08-31,65c88790,Edward Adkins,Oeste,P02591,True,Vestuário,4,731.54,Loja Física,2926.16,1533.99
S002592,2024-01-25,7a58ecf9,Kristina Hogan,Norte,P02592,College,Vestuário,15,140.88,Loja Física,2113.2,1343.33
S002593,2023-09-17,f9eb6432,Rachel Smith,Sul,P02593,Form,Esporte,3,154.84,Site,464.52,308.93
S002594,2023-05-17,83376746,Jessica Morales,Sul,P02594,Night,Vestuário,17,168.59,App,2866.03,1885.94
S002595,2024-12-03,82526440,Casey Mcneil,Oeste,P02595,Who,Alimentos,8,950.75,Site,7606.0,4808.69
S002596,2023-05-27,4d680b0c,Ashley West,Leste,P02596,Art,Esporte,8,841.66,Site,6733.28,5290.6
S002597,2024-04-16,cd6a5818,Jared Neal,Leste,P02597,Budget,Eletrônicos,13,805.86,Site,10476.18,5757.98
S002598,2023-08-19,6fc141f4,Daniel Fisher,Norte,P02598,Forget,Alimentos,11,529.4,App,5823.4,4017.15
S002599,2024-05-19,898b8022,Seth Cuevas,Leste,P02599,Six,Eletrônicos,16,987.13,App,15794.08,12013.34
S002600,2023-12-31,e7aa7144,Mr. Mark Harvey,Leste,P02600,Word,Eletrônicos,14,520.65,Loja Física,7289.1,6481.79
S002601,2024-12-16,52969b0e,Jennifer Ingram,Leste,P02601,Worry,Alimentos,20,581.92,Loja Física,11638.4,6163.61
S002602,2025-01-06,653d3a9d,Victor Anderson,Oeste,P02602,Election,Eletrônicos,13,870.41,Site,11315.33,7571.57
S002603,2024-11-02,4b246175,Frank Gonzalez,Oeste,P02603,By,Esporte,16,284.05,Loja Física,4544.8,3571.65
S002604,2023-12-25,30eb785d,Alyssa Cooley,Sul,P02604,Energy,Móveis,9,723.65,Loja Física,6512.85,5468.97
S002605,2023-05-11,edf7bcea,Charlotte Clark,Oeste,P02605,Nor,Móveis,3,721.93,Loja Física,2165.79,1350.34
S002606,2024-04-05,25c648a1,Michael Ramirez,Leste,P02606,Against,Móveis,6,436.37,App,2618.22,2344.71
S002607,2023-12-01,11a64636,Gregory Hutchinson,Norte,P02607,May,Esporte,4,646.39,App,2585.56,1526.7
S002608,2024-11-09,ae09e49a,Emily Smith,Oeste,P02608,To,Vestuário,1,443.48,Loja Física,443.48,376.9
S002609,2023-10-07,282a311c,Alejandro Love,Sul,P02609,Industry,Vestuário,10,671.35,Loja Física,6713.5,3668.51
S002610,2024-03-01,625ee5bb,Andre Hill,Sul,P02610,Religious,Móveis,17,914.31,Site,15543.27,12340.64
S002611,2024-12-11,ded64786,Eric Ingram,Leste,P02611,Among,Móveis,16,884.47,App,14151.52,8172.68
S002612,2024-11-07,d7b74b56,Angela Tucker,Norte,P02612,Beat,Vestuário,4,196.86,Loja Física,787.44,486.0
S002613,2023-04-29,ec50b002,Tracy Hill,Leste,P02613,Role,Eletrônicos,9,864.1,Site,7776.9,5678.35
S002614,2023-11-04,aa487473,Angela Schmidt,Oeste,P02614,Seat,Alimentos,20,237.35,App,4747.0,3537.68
S002615,2023-02-05,2a589de3,Mr. James Jackson,Norte,P02615,Believe,Alimentos,3,741.2,Loja Física,2223.6,1520.94
S002616,2024-01-14,13a91a27,Christopher Freeman,Oeste,P02616,On,Esporte,3,48.87,Loja Física,146.61,102.75
S002617,2023-10-28,9da30028,Joseph Wilson,Oeste,P02617,Sound,Esporte,15,955.4,App,14331.0,10188.92
S002618,2023-07-01,d3538526,Katherine Bowman,Oeste,P02618,War,Alimentos,13,968.99,App,12596.87,7496.8
S002619,2024-06-21,7e19a111,Rhonda Sandoval,Sul,P02619,Set,Eletrônicos,18,878.53,App,15813.54,9522.13
S002620,2024-11-17,8a021476,Amanda Bauer,Sul,P02620,Now,Alimentos,16,959.05,Site,15344.8,13308.01
S002621,2024-09-21,0b6ef876,Courtney Simpson,Sul,P02621,Girl,Vestuário,19,828.06,Site,15733.14,11473.96
S002622,2024-08-07,dc09e455,Steven Clark,Sul,P02622,That,Eletrônicos,12,686.28,Loja Física,8235.36,5164.67
S002623,2024-08-04,a4472ccb,Corey Mcdaniel,Sul,P02623,Officer,Móveis,15,705.59,Loja Física,10583.85,5302.07
S002624,2024-10-28,a3392d30,Amber Potter,Leste,P02624,Stop,Vestuário,19,834.35,Site,15852.65,12644.55
S002625,2024-06-08,40701ec6,Angela Johnson MD,Norte,P02625,Direction,Esporte,3,995.78,App,2987.34,2478.3
S002626,2024-10-09,212b5b25,Kristin Rios,Oeste,P02626,Outside,Eletrônicos,3,498.06,Site,1494.18,1044.0
S002627,2024-12-14,b1fae4fb,Pamela Anderson,Sul,P02627,Development,Eletrônicos,6,755.36,App,4532.16,2592.55
S002628,2023-09-18,73f0111f,Angela Hill,Sul,P02628,Leader,Eletrônicos,4,401.94,Loja Física,1607.76,1289.38
S002629,2024-11-04,60c274b2,Sandra Torres,Oeste,P02629,Establish,Esporte,10,130.01,Loja Física,1300.1,729.22
S002630,2024-04-02,095d7e21,Michael Valdez,Leste,P02630,Mouth,Esporte,20,780.9,App,15618.0,13873.58
S002631,2025-01-11,c7b7e3ba,Valerie Rodriguez,Leste,P02631,Current,Alimentos,15,101.3,Site,1519.5,833.06
S002632,2024-02-02,055c93ed,Ricardo Horton,Norte,P02632,Him,Móveis,5,904.02,Loja Física,4520.1,2399.71
S002633,2024-08-16,b0636437,Robin Buckley,Leste,P02633,Nothing,Esporte,10,932.43,Site,9324.3,5925.84
S002634,2024-05-14,0bdc5ccf,Emily Tucker,Norte,P02634,Discover,Eletrônicos,9,559.56,Loja Física,5036.04,2574.51
S002635,2025-01-10,6f413eec,Rebecca Lewis,Norte,P02635,Either,Vestuário,10,700.42,Loja Física,7004.2,4637.2
S002636,2023-03-21,3ccc0b96,Grace Perez,Oeste,P02636,About,Móveis,8,968.98,App,7751.84,6932.58
S002637,2023-01-26,44d402e8,Robert Hansen,Leste,P02637,Provide,Alimentos,5,730.58,Loja Física,3652.9,3145.28
S002638,2024-02-08,2b3e7bf9,Katherine Evans,Oeste,P02638,High,Eletrônicos,4,900.32,Loja Física,3601.28,2572.52
S002639,2023-02-16,3d4c01e9,Robert Gonzales,Sul,P02639,Attorney,Móveis,11,782.78,App,8610.58,7628.23
S002640,2023-07-20,464e02c9,Robert Berry,Oeste,P02640,Anyone,Móveis,4,357.84,Site,1431.36,1027.46
S002641,2024-02-28,176fae81,Theresa Dunn,Leste,P02641,Idea,Alimentos,2,995.41,Loja Física,1990.82,1421.42
S002642,2023-10-15,43bf602e,Mary Davis,Norte,P02642,Baby,Eletrônicos,12,100.52,Site,1206.24,771.27
S002643,2024-01-20,34dd8289,Sheila Hill,Sul,P02643,Rather,Vestuário,12,545.25,Loja Física,6543.0,5479.39
S002644,2023-03-04,133d7f80,Rebecca Beck,Sul,P02644,Move,Móveis,13,61.82,Loja Física,803.66,571.69
S002645,2023-12-21,a0d3dc57,Erika Sanchez,Oeste,P02645,Teach,Vestuário,1,834.82,App,834.82,544.05
S002646,2023-03-22,e820d435,Kyle Flynn,Oeste,P02646,Physical,Alimentos,10,615.75,Loja Física,6157.5,4307.12
S002647,2023-07-07,3b845e3b,Andrea Smith,Oeste,P02647,Gun,Eletrônicos,8,566.44,App,4531.52,2745.27
S002648,2024-09-19,f37d8790,Cesar Williams,Leste,P02648,Commercial,Alimentos,8,412.0,Site,3296.0,1825.36
S002649,2023-02-27,2539bd51,James Guerrero,Leste,P02649,Should,Vestuário,19,689.34,App,13097.46,8737.41
S002650,2023-06-19,33fc4e1e,Michael Mitchell,Leste,P02650,Along,Móveis,6,666.4,App,3998.4,3181.14
S002651,2024-04-13,639fcd31,Howard Norris,Norte,P02651,Give,Eletrônicos,3,510.24,Loja Física,1530.72,1260.34
S002652,2025-01-16,f96b99a3,Allen Griffin,Leste,P02652,Trial,Vestuário,17,237.06,App,4030.02,3617.89
S002653,2024-12-24,169130b0,Jorge Johnson,Norte,P02653,Good,Eletrônicos,9,404.44,Loja Física,3639.96,3066.89
S002654,2023-12-22,95828bff,Jeffrey Perez,Leste,P02654,Reduce,Móveis,1,622.85,Site,622.85,468.46
S002655,2024-04-24,4acf37fe,Justin Mathis,Oeste,P02655,Break,Vestuário,18,884.19,App,15915.42,8825.43
S002656,2023-06-09,a5774a33,Matthew Johns,Oeste,P02656,Role,Alimentos,11,334.43,App,3678.73,1840.67
S002657,2024-09-05,8398fcf7,Sarah Hunt,Norte,P02657,Kind,Eletrônicos,6,156.96,Loja Física,941.76,538.35
S002658,2024-06-16,209b08c8,Paul Townsend,Leste,P02658,Child,Esporte,6,630.98,Site,3785.88,2363.38
S002659,2023-04-01,c7287fa8,Thomas Bartlett,Sul,P02659,Approach,Eletrônicos,18,265.38,App,4776.84,2691.51
S002660,2023-12-22,667e4001,Charles Walter,Norte,P02660,Check,Esporte,17,285.17,App,4847.89,3797.92
S002661,2023-04-12,8e78ad26,Raymond Brooks,Leste,P02661,Middle,Vestuário,4,18.16,App,72.64,45.1
S002662,2023-09-06,1671459f,Alexander Anderson,Norte,P02662,Design,Eletrônicos,1,517.88,Loja Física,517.88,261.61
S002663,2024-10-12,4896bfe8,Drew Smith,Oeste,P02663,Body,Móveis,2,894.1,Loja Física,1788.2,1013.74
S002664,2023-12-02,a59a5fe1,Jennifer Shaw,Oeste,P02664,History,Móveis,2,585.84,App,1171.68,661.38
S002665,2023-05-20,a4b0a1f0,Curtis Whitaker,Oeste,P02665,Example,Vestuário,13,196.21,Loja Física,2550.73,2159.76
S002666,2024-11-04,9ee2c07f,Lucas Abbott,Leste,P02666,Identify,Alimentos,2,569.53,App,1139.06,682.5
S002667,2024-03-30,dbd23a8c,Tara Roach,Leste,P02667,Thus,Esporte,19,351.25,App,6673.75,5157.11
S002668,2024-08-21,86c02816,Gary Miles,Leste,P02668,Top,Vestuário,9,641.65,Site,5774.85,4061.0
S002669,2023-04-09,25d2de6c,Devin Williams,Sul,P02669,Culture,Vestuário,7,874.31,Loja Física,6120.17,4928.34
S002670,2023-05-16,85c3a7b3,Cheryl Cline,Norte,P02670,Notice,Alimentos,10,781.52,Site,7815.2,6588.24
S002671,2025-01-19,f0c0ea85,Jeffrey Ramirez,Sul,P02671,Out,Móveis,2,851.82,Loja Física,1703.64,984.52
S002672,2024-01-17,b7e96cbf,Cindy Thomas,Sul,P02672,Hospital,Esporte,2,401.07,App,802.14,596.37
S002673,2023-07-19,5db459da,Stephanie Evans,Leste,P02673,Sit,Vestuário,6,68.03,Site,408.18,341.53
S002674,2025-01-13,7fd08775,Spencer Wilson,Norte,P02674,Least,Alimentos,5,705.56,Site,3527.8,2848.94
S002675,2024-10-26,5e116c6b,Andrew Beard,Leste,P02675,Power,Móveis,13,496.68,Site,6456.84,4372.72
S002676,2024-04-28,1736658d,Joshua Gomez,Norte,P02676,There,Vestuário,17,207.32,Loja Física,3524.44,2335.06
S002677,2024-01-24,a6f1d0dc,William Wilson,Oeste,P02677,Kind,Alimentos,8,105.74,Loja Física,845.92,703.07
S002678,2024-04-10,b5103fbe,David Henry,Leste,P02678,Every,Esporte,4,668.1,Site,2672.4,2049.15
S002679,2024-11-07,3c7165d5,Alfred Shaw,Sul,P02679,Phone,Móveis,12,917.93,Loja Física,11015.16,6244.58
S002680,2024-01-14,f6186603,Crystal Miller,Norte,P02680,Mr,Alimentos,2,140.05,Site,280.1,223.19
S002681,2023-03-02,5c5e4587,Pamela Lee,Sul,P02681,Car,Móveis,3,53.85,Site,161.55,96.34
S002682,2023-11-11,fe6dfe20,Cassie Harris,Leste,P02682,Green,Eletrônicos,7,236.69,Loja Física,1656.83,944.62
S002683,2024-03-06,ca29ef2a,Laura Haynes,Leste,P02683,Among,Vestuário,12,842.62,Site,10111.44,6888.4
S002684,2023-09-24,2ffc15ed,Wyatt Grant,Leste,P02684,Main,Esporte,12,815.6,Loja Física,9787.2,7540.92
S002685,2024-09-03,b9310776,Anthony Wilson,Leste,P02685,Realize,Vestuário,13,653.53,Loja Física,8495.89,6574.92
S002686,2024-03-16,c1069b9d,Sandra Hood,Sul,P02686,American,Eletrônicos,16,368.27,Site,5892.32,4320.9
S002687,2024-11-27,f2843264,Sergio Kennedy,Sul,P02687,Dinner,Alimentos,17,954.34,Site,16223.78,13786.12
S002688,2024-06-19,cf5826c8,Theresa Jones,Sul,P02688,Dream,Vestuário,20,260.77,App,5215.4,3506.03
S002689,2023-11-07,c99c9afb,Kevin Mcbride,Norte,P02689,However,Móveis,6,534.96,Site,3209.76,2422.71
S002690,2023-09-16,ae5f8e00,Deborah Waters,Leste,P02690,Lot,Alimentos,4,579.46,Site,2317.84,1550.41
S002691,2023-03-05,df8562ab,Jean Diaz,Leste,P02691,Case,Móveis,6,494.84,Loja Física,2969.04,1735.89
S002692,2024-01-22,08eb1755,Harold Morris,Norte,P02692,Nice,Esporte,10,812.08,Loja Física,8120.8,7190.33
S002693,2023-11-09,b74aeeed,Kellie Carlson,Oeste,P02693,Activity,Alimentos,1,651.61,Loja Física,651.61,552.62
S002694,2024-12-03,4661566c,Dr. Brandi Williams,Sul,P02694,Mean,Alimentos,16,434.83,Loja Física,6957.28,4109.66
S002695,2024-11-16,6852fcde,Tony Vega,Sul,P02695,Detail,Móveis,4,986.91,App,3947.64,2566.6
S002696,2024-04-16,d0c1e062,Tamara Peters,Oeste,P02696,Job,Alimentos,5,688.42,App,3442.1,2995.17
S002697,2023-06-19,77e7fe4d,Joshua Greer,Sul,P02697,Such,Vestuário,7,443.89,Site,3107.23,1751.71
S002698,2023-11-24,c7a82545,Lisa Guerra,Norte,P02698,Various,Vestuário,20,712.99,App,14259.8,8532.37
S002699,2023-12-21,a53bf45a,Trevor Peterson,Sul,P02699,Late,Vestuário,19,973.93,Loja Física,18504.67,10016.47
S002700,2023-08-23,763969e8,Benjamin Richardson,Norte,P02700,Production,Vestuário,13,733.1,App,9530.3,6953.13
S002701,2023-06-26,d866dffc,Haley Pace,Leste,P02701,Audience,Eletrônicos,19,846.65,Loja Física,16086.35,13220.94
S002702,2024-07-30,43eac738,Danielle Lane,Norte,P02702,Oil,Alimentos,11,471.11,Site,5182.21,3546.28
S002703,2023-12-14,b8abeae5,Justin Anderson,Norte,P02703,Page,Esporte,5,746.42,Site,3732.1,2917.62
S002704,2024-12-03,6a21c51b,Ryan Evans,Sul,P02704,Itself,Esporte,3,503.93,Loja Física,1511.79,1336.62
S002705,2023-12-24,a79d7948,Mr. Anthony Stewart MD,Norte,P02705,Seven,Alimentos,6,893.69,Site,5362.14,2941.24
S002706,2024-02-17,c9d16940,Andrea Yang,Leste,P02706,Short,Vestuário,18,807.99,Loja Física,14543.82,8844.66
S002707,2024-03-27,45991316,Frances Melendez,Oeste,P02707,Everyone,Vestuário,16,695.85,Site,11133.6,7998.2
S002708,2024-03-01,5157e705,Kevin Peters,Sul,P02708,Group,Esporte,9,409.36,Site,3684.24,3072.38
S002709,2024-01-25,1a72df9a,Evan Williams,Norte,P02709,Address,Móveis,20,787.26,Loja Física,15745.2,13997.27
S002710,2023-08-18,0ec65459,Allison Hooper,Oeste,P02710,Pattern,Móveis,19,522.14,Loja Física,9920.66,6882.65
S002711,2023-03-05,8c12e084,Toni Burke,Oeste,P02711,Blood,Móveis,18,388.14,Site,6986.52,4777.47
S002712,2023-03-28,cd328621,Nathaniel Davidson,Norte,P02712,Because,Esporte,1,760.34,Loja Física,760.34,496.36
S002713,2024-12-28,1407e53c,Raymond Ferguson,Oeste,P02713,Offer,Alimentos,10,583.13,Site,5831.3,3501.13
S002714,2024-04-16,b8191e74,Jessica Pacheco,Sul,P02714,Everything,Eletrônicos,5,735.51,Loja Física,3677.55,3161.55
S002715,2023-04-24,d19392f3,Annette Kirby,Norte,P02715,About,Eletrônicos,8,371.09,App,2968.72,1745.75
S002716,2024-12-04,5dc7e25e,Jennifer English,Oeste,P02716,With,Móveis,12,903.54,App,10842.48,6969.54
S002717,2023-02-15,bc541ac7,Leslie Gonzalez,Oeste,P02717,Within,Eletrônicos,2,678.31,App,1356.62,1080.7
S002718,2023-03-11,449655f5,Kevin Price,Leste,P02718,To,Móveis,12,889.1,Site,10669.2,5379.53
S002719,2024-10-06,9478ecd9,Jessica Hunter,Sul,P02719,Can,Vestuário,13,474.5,Loja Física,6168.5,3555.1
S002720,2025-01-06,2affc7ed,Robert Mitchell,Leste,P02720,Find,Vestuário,18,590.07,Loja Física,10621.26,6193.62
S002721,2024-04-12,d30bd151,Brett Bryant,Norte,P02721,Fill,Eletrônicos,15,760.86,App,11412.9,6452.7
S002722,2023-10-20,8d45f99b,Ms. Julie Neal,Oeste,P02722,Father,Vestuário,18,326.53,Site,5877.54,3834.91
S002723,2024-04-20,857fad27,Joshua Love,Sul,P02723,Work,Vestuário,18,223.93,App,4030.74,2551.08
S002724,2024-06-22,d3738665,Doris Stewart,Oeste,P02724,Blood,Esporte,7,585.81,App,4100.67,2724.21
S002725,2024-02-14,a176e930,Shannon Johnson,Oeste,P02725,Commercial,Eletrônicos,2,852.7,App,1705.4,1517.63
S002726,2023-06-17,489a0f3a,Jennifer Rodgers,Oeste,P02726,Cause,Móveis,16,17.7,Loja Física,283.2,226.88
S002727,2024-07-09,48a234b8,Scott Hooper,Sul,P02727,Power,Móveis,4,940.52,App,3762.08,3184.6
S002728,2023-07-20,3a0badab,Nicole Cox,Sul,P02728,Current,Eletrônicos,4,428.52,Site,1714.08,972.71
S002729,2024-07-22,cd5932c9,John Moore,Norte,P02729,Today,Móveis,19,825.39,Site,15682.41,9698.41
S002730,2023-09-09,62b32d07,Sean Cobb,Norte,P02730,Oil,Esporte,2,677.42,Loja Física,1354.84,856.83
S002731,2023-12-12,1cd5e559,Christina Robinson,Oeste,P02731,Whose,Móveis,12,903.47,Site,10841.64,5660.77
S002732,2024-03-29,fae7922b,Crystal Curry,Norte,P02732,Other,Esporte,14,584.61,Loja Física,8184.54,4955.01
S002733,2024-10-11,5ea45559,Antonio Herman,Oeste,P02733,Future,Alimentos,19,409.93,App,7788.67,5606.75
S002734,2023-10-22,febb9524,Wendy Johnson,Sul,P02734,Decade,Vestuário,3,704.56,App,2113.68,1281.99
S002735,2024-07-01,201d28ef,Mark Neal,Oeste,P02735,Impact,Alimentos,3,770.32,Loja Física,2310.96,1859.34
S002736,2023-07-06,fe4c54ca,Rachel White,Norte,P02736,Idea,Eletrônicos,19,213.02,Site,4047.38,3173.16
S002737,2023-10-03,c1b2c951,Jasmine Cameron,Leste,P02737,Your,Esporte,15,153.63,Site,2304.45,1645.31
S002738,2024-12-12,fd5bc5a1,Megan Ortiz,Leste,P02738,Challenge,Eletrônicos,9,284.39,Site,2559.51,1653.78
S002739,2024-02-01,1e327fa0,Dakota Swanson,Leste,P02739,Piece,Alimentos,11,484.21,Site,5326.31,4308.53
S002740,2024-09-02,2bee6920,Timothy Garcia,Norte,P02740,Challenge,Eletrônicos,8,705.04,Site,5640.32,3379.32
S002741,2024-01-14,856ead48,Natalie Smith,Sul,P02741,Professional,Móveis,5,393.66,Site,1968.3,1635.41
S002742,2023-03-13,c1b29a55,Mark Taylor,Leste,P02742,Wish,Alimentos,19,114.95,App,2184.05,1383.52
S002743,2023-06-24,75b90345,Sara Patterson,Oeste,P02743,Event,Vestuário,6,73.97,App,443.82,276.16
S002744,2023-08-03,e4f6589f,Joseph Watts,Norte,P02744,Order,Vestuário,19,12.08,App,229.52,147.7
S002745,2023-06-23,cee691fc,Michael Mann,Norte,P02745,Huge,Móveis,17,461.31,App,7842.27,4324.92
S002746,2024-05-12,7c92fdfc,Jeffery Walker,Norte,P02746,Water,Móveis,11,51.88,Site,570.68,506.74
S002747,2023-06-01,4a547d37,Crystal French,Oeste,P02747,Avoid,Esporte,15,476.49,App,7147.35,4549.65
S002748,2023-07-30,2748e798,Ian Osborn,Oeste,P02748,Born,Alimentos,14,190.23,Site,2663.22,2032.84
S002749,2023-08-28,a36d9c99,Kevin Carpenter,Leste,P02749,Home,Alimentos,15,589.3,App,8839.5,5090.39
S002750,2024-07-10,c0af7926,Renee Hayes,Norte,P02750,Prove,Alimentos,3,495.38,Site,1486.14,1235.45
S002751,2023-10-31,c31f33fc,George Morris,Sul,P02751,Whatever,Vestuário,6,534.59,Site,3207.54,2497.07
S002752,2023-10-09,3b3c1c59,Sarah Roberts,Leste,P02752,West,Alimentos,12,928.27,Loja Física,11139.24,8470.81
S002753,2023-03-15,b84cac7b,Robin Weaver,Norte,P02753,Commercial,Esporte,19,138.53,Site,2632.07,1937.34
S002754,2024-05-28,d0191f4a,Kathleen Jenkins,Sul,P02754,Billion,Vestuário,13,396.28,Site,5151.64,3066.55
S002755,2023-05-29,9bcd28d5,Michael Jones,Leste,P02755,Physical,Móveis,17,548.97,Loja Física,9332.49,5493.8
S002756,2024-09-09,318a1bff,Dean Cameron,Oeste,P02756,Shake,Eletrônicos,17,394.52,Loja Física,6706.84,3494.67
S002757,2024-05-12,0c3ee0de,Michele Barker,Oeste,P02757,Continue,Eletrônicos,4,428.24,Site,1712.96,1210.88
S002758,2024-02-04,d9d3f554,Maria King,Norte,P02758,We,Esporte,11,279.75,App,3077.25,2304.26
S002759,2024-05-11,0977b447,Chris Flores,Oeste,P02759,Thought,Vestuário,19,896.07,Site,17025.33,13513.24
S002760,2024-05-07,5243f9d6,Rick Schultz,Oeste,P02760,Personal,Móveis,12,193.85,Site,2326.2,1889.58
S002761,2023-09-03,4d6616c8,Robert Thompson,Sul,P02761,Them,Esporte,15,255.59,App,3833.85,2342.39
S002762,2024-05-06,40cc5b3e,John Carrillo,Oeste,P02762,Exist,Esporte,3,767.57,Site,2302.71,1806.25
S002763,2023-04-04,550e5c6f,Maria Sloan,Sul,P02763,Understand,Alimentos,14,232.92,Site,3260.88,2932.19
S002764,2023-06-03,55cfca6f,Tiffany Ochoa,Leste,P02764,Data,Vestuário,8,640.71,Loja Física,5125.68,3927.21
S002765,2024-08-12,7cf4c390,Brittany Chapman,Norte,P02765,Instead,Eletrônicos,12,338.36,Loja Física,4060.32,2333.46
S002766,2023-11-24,c2d09148,Cody Reese,Norte,P02766,Television,Vestuário,13,282.23,Loja Física,3668.99,2342.29
S002767,2023-09-04,e86a853e,Bryan Davis,Sul,P02767,Open,Esporte,19,992.14,Site,18850.66,11260.45
S002768,2023-05-03,9e52d7e1,Olivia Jones,Oeste,P02768,Might,Alimentos,3,887.88,Loja Física,2663.64,2166.44
S002769,2023-11-19,a0654c1e,Colin Anderson,Sul,P02769,Opportunity,Eletrônicos,14,796.24,Site,11147.36,6342.82
S002770,2024-03-26,a81125f1,Donald Coleman IV,Norte,P02770,Able,Esporte,14,186.82,App,2615.48,1730.67
S002771,2024-06-19,15feecb6,Heather Rodriguez,Norte,P02771,Strategy,Eletrônicos,4,705.21,Site,2820.84,2082.99
